,importance,stddev,p_value,n,p99_high,p99_low
LA min 2ch length,0.000977517,0.001197209,0.070963724,5,0.003442587,-0.001487553
METs,0.000977517,0.000977517,0.044504671,5,0.002990238,-0.001035204
Target HR achieved,0.000977517,0,0.5,5,0.000977517,0.000977517
Anticoagulation Medication (choice=Rivaroxaban),0.000977517,0,0.5,5,0.000977517,0.000977517
LAD (choice=Distal),0.000977517,0.001828767,0.149007406,5,0.004742974,-0.00278794
CCB Medication (choice=Nifedipine),0.000977517,0,0.5,5,0.000977517,0.000977517
LA max 2ch area,0.000782014,0.000817849,0.049650342,5,0.002465977,-0.00090195
Which of the following vessel(s) are affected (select all that apply): (choice=Diagonal 1),0.000782014,0.000437159,0.008065045,5,0.00168213,-0.000118103
Financial Concerns,0.000782014,0.001070816,0.088903904,5,0.002986839,-0.001422812
RCA (choice=Distal),0.000782014,0.000437159,0.008065045,5,0.00168213,-0.000118103
"Electrocardiogr (ECG) Changes (None=0, ST Depression=1, ST Elevation=2)",0.00058651,0.000535408,0.035241998,5,0.001688923,-0.000515903
TAPSE (cm),0.00058651,0.002816199,0.332831713,5,0.006385104,-0.005212083
Was an FFR or IFR collected (choice=neither).6,0.00058651,0.001311477,0.186950483,5,0.003286859,-0.002113839
Mid LAD Degree of Stenosis %,0.00058651,0.000874318,0.104,5,0.002386743,-0.001213722
"Stress Echo Time Point (initial transplant evaluation=0, surveillance on the waiting list=1, clinical evaluation=2)",0.00058651,0.002899784,0.33725925,5,0.006557206,-0.005384186
LCx (choice=Proximal),0.00058651,0.001114541,0.152279392,5,0.002881366,-0.001708345
Number of segments with Wall Motion Abnormalities,0.00058651,0.000535408,0.035241998,5,0.001688923,-0.000515903
Which of the following vessel(s) are affected (select all that apply): (choice=Obtuse marginal 2),0.00058651,0.000874318,0.104,5,0.002386743,-0.001213722
RCA (choice=Mid),0.00058651,0.000874318,0.104,5,0.002386743,-0.001213722
"Mid LCx Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.000391007,0.000874318,0.186950483,5,0.002191239,-0.001409226
Total Calcium Score,0.000391007,0.000874318,0.186950483,5,0.002191239,-0.001409226
Mid LCx Degree of Stenosis %,0.000391007,0.000874318,0.186950483,5,0.002191239,-0.001409226
Mid RCA Degree of Stenosis %,0.000391007,0.000535408,0.088903904,5,0.00149342,-0.000711406
"Exercise Capacity (Very Poor=0, Poor=1, Below Average=2, Average=3, Above Average=4, Good=5)",0.000391007,0.000535408,0.088903904,5,0.00149342,-0.000711406
LA min 4ch length,0.000391007,0.000874318,0.186950483,5,0.002191239,-0.001409226
Mid Diagonal 1 Degree of Stenosis %,0.000391007,0.000874318,0.186950483,5,0.002191239,-0.001409226
"Distal LCx Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.000391007,0.000874318,0.186950483,5,0.002191239,-0.001409226
"Mid LAD Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.000391007,0.000535408,0.088903904,5,0.00149342,-0.000711406
LCx (choice=Distal),0.000391007,0.000874318,0.186950483,5,0.002191239,-0.001409226
Diuretic Medications (choice=Bumetanide),0.000391007,0.000874318,0.186950483,5,0.002191239,-0.001409226
Proximal LAD Degree of Stenosis %,0.000391007,0.002027023,0.344228545,5,0.004564674,-0.003782661
Proximal RCA Degree of Stenosis %,0.000391007,0.000535408,0.088903904,5,0.00149342,-0.000711406
Was an FFR or IFR collected (choice=neither).3,0.000391007,0.000535408,0.088903904,5,0.00149342,-0.000711406
Nitrates,0.000391007,0.001114541,0.238310334,5,0.002685862,-0.001903848
Anticoagulation Medication (choice=Warfarin),0.000391007,0.000535408,0.088903904,5,0.00149342,-0.000711406
Cause of ESKD (choice=Diabetes II),0.000391007,0.002250413,0.35871418,5,0.005024639,-0.004242625
Obtuse Marginal 1 (choice=Proximal),0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Was Any Stress Test Positive,0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Number of Hypoperfused Segments at Rest,0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
"Distal LAD Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
"Proximal PDA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Posterior Descending Artery (choice=Proximal),0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Was an FFR or IFR collected (choice=neither).27,0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Diagonal 1 (choice=Proximal),0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
"Proximal Diagonal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.000195503,0.000817849,0.310654148,5,0.001879467,-0.00148846
Pre Cystatin,0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Was an FFR or IFR collected (choice=neither).26,0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Was a Pre-Transplant Left Heart Cath Performed,0.000195503,0.001070816,0.352,5,0.002400329,-0.002009322
Obtuse Marginal 2 (choice=Proximal),0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Distal Obtuse Marginal 1 Degree of Stenosis %,0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
LAV max index,0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
Was an FFR or IFR collected (choice=neither).23,0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
"What type of transplant (None=0, Kidney=1, Heart=2, Kidney/Pancreas=3, Kidney/Liver=4, Liver=5, Corneal=6)",0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
"RV Function (severely reduced=0, mildly reduced=2, normal=3)",0.000195503,0.000437159,0.186950483,5,0.00109562,-0.000704613
"Distal RCA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0.000977517,0.5,5,0.002012721,-0.002012721
LCx (choice=Mid),0,0.000691209,0.5,5,0.001423209,-0.001423209
FFR.2,0,0,0.5,5,0,0
Distal RCA Degree of Stenosis %,0,0.000691209,0.5,5,0.001423209,-0.001423209
RCA (choice=Proximal),0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).5,0,0,0.5,5,0,0
FFR.6,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=FFR).6,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).7,0,0,0.5,5,0,0
RCA Stenosis,0,0,0.5,5,0,0
RCA (choice=Unspecified),0,0,0.5,5,0,0
Beta Blocker Medications (choice=Labetalol),0,0,0.5,5,0,0
LCx (choice=Unspecified),0,0,0.5,5,0,0
Distal Obtuse Marginal 2 Degree of Stenosis %,0,0,0.5,5,0,0
Obtuse Marginal 2 (choice=Mid),0,0,0.5,5,0,0
Obtuse Marginal 2 (choice=Distal),0,0,0.5,5,0,0
Obtuse Marginal 2 Stenosis,0,0,0.5,5,0,0
"Proximal Obtuse Marginal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Cause of ESKD (choice=Diabetes I),0,0,0.5,5,0,0
"Mid Obtuse Marginal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Mid Obtuse Marginal 2 Degree of Stenosis %,0,0,0.5,5,0,0
"Distal Obtuse Marginal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Posterior Descending Artery (choice=Mid),0,0,0.5,5,0,0
"Mid Obtuse Marginal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Posterior Descending Artery (choice=Unspecified),0,0,0.5,5,0,0
PDA Stenosis,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).29,0,0,0.5,5,0,0
Cause of ESKD (choice=FSGS),0,0,0.5,5,0,0
"Mid PDA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).30,0,0,0.5,5,0,0
Was there intervention,0,0,0.5,5,0,0
"If yes, where",0,0,0.5,5,0,0
"Distal Obtuse Marginal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).21,0,0,0.5,5,0,0
LCX Stenosis,0,0,0.5,5,0,0
"Mid Diagonal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=FFR).9,0,0,0.5,5,0,0
FFR.9,0,0,0.5,5,0,0
Proximal LCx Degree of Stenosis %,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).10,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).11,0,0,0.5,5,0,0
Diagonal 1 (choice=Distal),0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).13,0,0,0.5,5,0,0
Proximal Diagonal 1 Degree of Stenosis %,0,0.000691209,0.5,5,0.001423209,-0.001423209
Was an FFR or IFR collected (choice=FFR).2,0,0,0.5,5,0,0
"Proximal Obtuse Marginal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Diagonal 2 (choice=Mid),0,0,0.5,5,0,0
Diagonal 2 (choice=Unspecified),0,0,0.5,5,0,0
"Proximal Diagonal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).17,0,0,0.5,5,0,0
Proximal Diagonal 2 Degree of Stenosis %,0,0,0.5,5,0,0
"Mid Diagonal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Obtuse Marginal 1 (choice=Distal),0,0,0.5,5,0,0
Obtuse Marginal 1 (choice=Unspecified),0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).14,0,0,0.5,5,0,0
Is there obstructive CAD,0,0,0.5,5,0,0
Mixed Venous Oxygen Saturation,0,0,0.5,5,0,0
Mean Right Atrial Pressure (RAP),0,0,0.5,5,0,0
CCB Medication (choice=Diltiazem),0,0,0.5,5,0,0
CCB Medication (choice=Verapil),0,0,0.5,5,0,0
IFR.1,0,0,0.5,5,0,0
Anticoagulation Medication (choice=other),0,0,0.5,5,0,0
LAV min  ,0,0,0.5,5,0,0
LAV min index  ,0,0,0.5,5,0,0
Systolic Pulmonary Artery Pressure (PAP),0,0,0.5,5,0,0
Statins (choice=Pravastatin),0,0,0.5,5,0,0
Diastolic Pulmonary Artery Pressure (PAP),0,0,0.5,5,0,0
Mean Pulmonary Artery Pressure (PAP),0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Olmesartan),0,0,0.5,5,0,0
Mean Pulmonary Capillary Wedge Pressure (PCWP),0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Entresto (Sacubitril-Valsartan)),0,0,0.5,5,0,0
Cardiac Output,0,0,0.5,5,0,0
CCB Medication (choice=other),0,0,0.5,5,0,0
Diuretic Medications (choice=Hydrochlorothiazide),0,0,0.5,5,0,0
LA max 4ch length,0,0,0.5,5,0,0
Diuretic Medications (choice=Eplerenone),0,0,0.5,5,0,0
Diuretic Medications (choice=Metolazone),0,0,0.5,5,0,0
Diuretic Medications (choice=Torsemide),0,0,0.5,5,0,0
"AS severity (severe=0, moderate=1, mild=2, none or trace=3)",0,0,0.5,5,0,0
Diuretic Medications (choice=Chlorthalidone),0,0,0.5,5,0,0
TR Peak Gradient,0,0.000691209,0.5,5,0.001423209,-0.001423209
Anticoagulation Medication (choice=Enoxaparin),0,0,0.5,5,0,0
Diuretic Medications (choice=other),0,0,0.5,5,0,0
S',0,0,0.5,5,0,0
Antiplatelet (choice=Clopidogrel),0,0,0.5,5,0,0
Statins (choice=Rosuvastatin),0,0,0.5,5,0,0
Antiplatelet (choice=Ticagrelor),0,0,0.5,5,0,0
Antiplatelet (choice=None),0,0,0.5,5,0,0
Antiplatelet (choice=other),0,0,0.5,5,0,0
Cardiac Index,0,0,0.5,5,0,0
Clonidine,0,0,0.5,5,0,0
Is the above value 0=0 or 1=1,0,0,0.5,5,0,0
"BP response to exercise (hypotension=0, normal=1, hypertension=2, flat=3)",0,0.000691209,0.5,5,0.001423209,-0.001423209
FFR.1,0,0,0.5,5,0,0
Beta Blocker Medications (choice=Other),0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=IFR).1,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=FFR).1,0,0,0.5,5,0,0
LAD Stenosis,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=FFR),0,0,0.5,5,0,0
LAD (choice=Unspecified),0,0,0.5,5,0,0
Beta Blocker Medications (choice=Atenolol),0,0,0.5,5,0,0
Cause of ESKD (choice=Renovascular Hypertension),0,0,0.5,5,0,0
Cause of ESKD (choice=Interstitial nephritis/Pyelonephritis),0,0,0.5,5,0,0
Cause of ESKD (choice=ARPKD),0,0,0.5,5,0,0
Systemic Vascular Resistance,0,0,0.5,5,0,0
Cause of ESKD (choice=Neoplasms),0,0,0.5,5,0,0
Cause of ESKD (choice=CAKUT/Cystic/Congenital/Other AKUT),0,0,0.5,5,0,0
Cause of ESKD (choice=Unknown),0,0,0.5,5,0,0
Exercise Duration,0,0,0.5,5,0,0
Pulmonary Vascular Resistance,0,0,0.5,5,0,0
PAPi,0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Telmisartan),0,0,0.5,5,0,0
Right Ventricular End-Diastolic Pressure,0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Irbesartan),0,0,0.5,5,0,0
Number of Hypoperfused Segments with Stress,0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Valsartan),0,0,0.5,5,0,0
LM Calcium Score,0,0,0.5,5,0,0
LAD Calcium Score,0,0,0.5,5,0,0
LCX Calcium Score,0,0,0.5,5,0,0
RCA Calcium Score,0,0,0.5,5,0,0
Days from Pretransplant LHC to Transplant,-2.22E-17,0.005218513,0.5,5,0.010744991,-0.010744991
ACEi or ARB Medications (choice=Lisinopril),-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Statins (choice=Atorvastatin),-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Mid PDA Degree of Stenosis %,-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Was an FFR or IFR collected (choice=neither).2,-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
"Distal Diagonal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Mid Obtuse Marginal 1 Degree of Stenosis %,-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Diagonal 1 (choice=Mid),-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Aspirin ,-0.000195503,0.001274526,0.625565775,5,0.002428764,-0.002819771
LAD (choice=Mid),-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Obtuse Marginal 1 (choice=Mid),-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Cause of ESKD (choice=Glomerulonephritis),-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
LA max 2ch length,-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
LAV max,-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Was an FFR or IFR collected (choice=neither).9,-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Diagonal 2 (choice=Proximal),-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Distal Diagonal 1 Degree of Stenosis %,-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
Distal LCx Degree of Stenosis %,-0.000195503,0.000437159,0.813049517,5,0.000704613,-0.00109562
"Proximal LCx Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",-0.000391007,0.000874318,0.813049517,5,0.001409226,-0.002191239
Which of the following vessel(s) are affected (select all that apply): (choice=Diagonal 2),-0.000391007,0.000535408,0.911096096,5,0.000711406,-0.00149342
LA min 4ch area,-0.000391007,0.000874318,0.813049517,5,0.001409226,-0.002191239
LVESVI,-0.000391007,0.001775748,0.675869353,5,0.003265283,-0.004047297
"TR Severity (severe=0, moderate=1, mild=2, none or trace=3)",-0.000391007,0.000874318,0.813049517,5,0.001409226,-0.002191239
Was an FFR or IFR collected (choice=neither).1,-0.00058651,0.000535408,0.964758002,5,0.000515903,-0.001688923
Pre Hemoglobin,-0.000782014,0.003747857,0.667457134,5,0.006934876,-0.008498903
Beta Blocker Medications (choice=Metoprolol),-0.000782014,0.000817849,0.950349658,5,0.00090195,-0.002465977
LVEF,-0.000977517,0.001955034,0.836917882,5,0.003047925,-0.00500296
ACEi or ARB Medications (choice=Losartan),-0.000977517,0.00154559,0.884900179,5,0.002204875,-0.004159909
"Race (White=0, AA=1, Asian=2, Hispanic Latino=3, Other=4)",-0.001368524,0.000874318,0.987551918,5,0.000431709,-0.003168757
History of Gout,-0.003323558,0.002027023,0.989269683,5,0.000850109,-0.007497226
