,importance,stddev,p_value,n,p99_high,p99_low
ACEi or ARB Medications (choice=Irbesartan),0.001947566,0.000669983,0.001445004,5,0.00332707,0.000568061
Diuretic Medications (choice=None),0.001797753,0.000669983,0.001941269,5,0.003177257,0.000418249
Which of the following vessel(s) are affected (select all that apply): (choice=LCx),0.00164794,0.001339966,0.025687215,5,0.004406948,-0.001111068
"MR severity (severe=0, moderate=1, mild=2, none or trace=3)",0.00164794,0.00097666,0.009777106,5,0.003658896,-0.000363015
CCB Medication (choice=Nifedipine),0.00164794,0.000626712,0.002090536,5,0.002938348,0.000357532
Systolic Blood pressure (peak),0.00164794,0.004412487,0.225316606,5,0.010733312,-0.007437432
"TR Severity (severe=0, moderate=1, mild=2, none or trace=3)",0.001498127,0.001184374,0.023710328,5,0.003936769,-0.000940514
"Type (Exercise=0, Pharm=1)",0.001498127,0.000529668,0.001599101,5,0.002588721,0.000407534
Diuretic Medications (choice=Bumetanide),0.001498127,0.001297416,0.03059941,5,0.004169526,-0.001173271
LVESVI,0.001498127,0,0.5,5,0.001498127,0.001498127
IVSd (cm),0.001498127,0.000529668,0.001599101,5,0.002588721,0.000407534
History of Kidney Biopsy,0.001348315,0.001623931,0.068472562,5,0.004692012,-0.001995382
Total Calcium Score,0.001348315,0.000820558,0.010655821,5,0.003037855,-0.000341226
Pre PTH,0.001348315,0.008677507,0.37288567,5,0.019215422,-0.016518793
Diuretic Medications (choice=Spironolactone),0.001348315,0.000626712,0.004290459,5,0.002638723,5.79E-05
Diuretic Medications (choice=Furosemide),0.001348315,0.001230837,0.035241998,5,0.003882625,-0.001185996
Are there notable LHC findings,0.001348315,0.004778768,0.281179027,5,0.011187864,-0.008491235
"AR severity (severe=0, moderate=1, mild=2, none or trace=3)",0.001048689,0.001553291,0.102819979,5,0.004246938,-0.00214956
LVEF,0.000898876,0.002721483,0.250584684,5,0.006502448,-0.004704696
"BP response to exercise (hypotension=0, normal=1, hypertension=2, flat=3)",0.000898876,0.002078567,0.194154486,5,0.005178675,-0.003380922
RCA Calcium Score,0.000898876,0.000334991,0.001941269,5,0.001588628,0.000209124
Diastolic Blood pressure (peak),0.000898876,0.001440853,0.11774818,5,0.003865612,-0.002067859
RCA (choice=Distal),0.000749064,0.000749064,0.044504671,5,0.002291396,-0.000793269
"Distal RCA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.000749064,0,0.5,5,0.000749064,0.000749064
"Echo Timepoint (initial transplant evaluation=0, surveillance on the waiting list=1, clinical evaluation=2)",0.000749064,0.000529668,0.017054712,5,0.001839657,-0.00034153
Was there intervention,0.000749064,0,0.5,5,0.000749064,0.000749064
Proximal Obtuse Marginal 2 Degree of Stenosis %,0.000749064,0,0.5,5,0.000749064,0.000749064
"Proximal Obtuse Marginal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.000749064,0,0.5,5,0.000749064,0.000749064
"If yes, where",0.000749064,0,0.5,5,0.000749064,0.000749064
Aspirin ,0.000749064,0.000529668,0.017054712,5,0.001839657,-0.00034153
LAD (choice=Proximal),0.000749064,0.000749064,0.044504671,5,0.002291396,-0.000793269
RCA (choice=Mid),0.000599251,0.000820558,0.088903904,5,0.002288791,-0.00109029
History of Prior Transplant,0.000599251,0.000334991,0.008065045,5,0.001289003,-9.05E-05
Mid RCA Degree of Stenosis %,0.000599251,0.000334991,0.008065045,5,0.001289003,-9.05E-05
Distal RCA Degree of Stenosis %,0.000599251,0.000334991,0.008065045,5,0.001289003,-9.05E-05
LA min 2ch area,0.000599251,0.000334991,0.008065045,5,0.001289003,-9.05E-05
Proximal LCx Degree of Stenosis %,0.000599251,0.000334991,0.008065045,5,0.001289003,-9.05E-05
History of Kidney Stones,0.000599251,0.001708128,0.238310334,5,0.00411631,-0.002917808
LA max 2ch area,0.000599251,0.000334991,0.008065045,5,0.001289003,-9.05E-05
"RV Function (severely reduced=0, mildly reduced=2, normal=3)",0.000599251,0.001623931,0.22782977,5,0.003942948,-0.002744446
LVEDVI,0.000599251,0.00097666,0.120990765,5,0.002610206,-0.001411705
Pre LDL-C,0.000449438,0.000669983,0.104,5,0.001828942,-0.000930066
LA min 2ch length,0.000449438,0.000669983,0.104,5,0.001828942,-0.000930066
LA max 2ch length,0.000449438,0.000669983,0.104,5,0.001828942,-0.000930066
CCB Medication (choice=None),0.000299625,0.000669983,0.186950483,5,0.00167913,-0.001079879
Systolic Blood Pressure Pre Transplant,0.000299625,0.000669983,0.186950483,5,0.00167913,-0.001079879
LAD (choice=Mid),0.000299625,0.000854064,0.238310334,5,0.002058155,-0.001458904
Was an FFR or IFR collected (choice=FFR),0.000299625,0.001253423,0.310654148,5,0.002880441,-0.00228119
"AS severity (severe=0, moderate=1, mild=2, none or trace=3)",0.000299625,0.000854064,0.238310334,5,0.002058155,-0.001458904
History of UTIs,0.000149813,0.000820558,0.352,5,0.001839353,-0.001539728
Number of Hypoperfused Segments with Stress,0.000149813,0.000626712,0.310654148,5,0.001440221,-0.001140595
Residual Renal Function,0.000149813,0.001339966,0.407451006,5,0.002908821,-0.002609195
TR Peak Gradient,0.000149813,0.003797391,0.466972442,5,0.007968693,-0.007669067
Was an FFR or IFR collected (choice=neither).21,0.000149813,0.000626712,0.310654148,5,0.001440221,-0.001140595
Target HR achieved,0.000149813,0.001111041,0.389024774,5,0.002437461,-0.002137836
Exercise Duration,0.000149813,0.000820558,0.352,5,0.001839353,-0.001539728
Anticoagulation Medication (choice=Warfarin),0.000149813,0.000334991,0.186950483,5,0.000839565,-0.000539939
Cause of ESKD (choice=FSGS),0.000149813,0.000334991,0.186950483,5,0.000839565,-0.000539939
Beta Blocker Medications (choice=Other),0.000149813,0.000334991,0.186950483,5,0.000839565,-0.000539939
ACEi or ARB Medications (choice=Lisinopril),0.000149813,0.000334991,0.186950483,5,0.000839565,-0.000539939
ACEi or ARB Medications (choice=Losartan),0.000149813,0.000334991,0.186950483,5,0.000839565,-0.000539939
"What type of transplant (None=0, Kidney=1, Heart=2, Kidney/Pancreas=3, Kidney/Liver=4, Liver=5, Corneal=6)",4.44E-17,0.000529668,0.5,5,0.001090594,-0.001090594
Obtuse Marginal 2 (choice=Proximal),4.44E-17,0.00140137,0.5,5,0.00288544,-0.00288544
Beta Blocker Medications (choice=Carvedilol),4.44E-17,0.001059336,0.5,5,0.002181187,-0.002181187
LA min 4ch area,2.22E-17,0.000529668,0.5,5,0.001090594,-0.001090594
Which of the following vessel(s) are affected (select all that apply): (choice=Obtuse marginal 2),2.22E-17,0.001498127,0.5,5,0.003084665,-0.003084665
Was an FFR or IFR collected (choice=neither).7,2.22E-17,0.001498127,0.5,5,0.003084665,-0.003084665
Which of the following vessel(s) are affected (select all that apply): (choice=PDA),2.22E-17,0.000529668,0.5,5,0.001090594,-0.001090594
Diastolic Blood Pressure Pre Transplant,2.22E-17,0.000529668,0.5,5,0.001090594,-0.001090594
"Proximal LAD Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",2.22E-17,0.000529668,0.5,5,0.001090594,-0.001090594
Beta Blocker Medications (choice=Metoprolol),2.22E-17,0.000529668,0.5,5,0.001090594,-0.001090594
Anticoagulation Medication (choice=Apixaban),2.22E-17,0.000529668,0.5,5,0.001090594,-0.001090594
"Mid PDA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Mid PDA Degree of Stenosis %,0,0,0.5,5,0,0
"Mid LAD Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
RCA (choice=Unspecified),0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).3,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).2,0,0,0.5,5,0,0
IFR.1,0,0,0.5,5,0,0
FFR.1,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=FFR).1,0,0,0.5,5,0,0
LAD (choice=Unspecified),0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).30,0,0,0.5,5,0,0
LAD Stenosis,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).27,0,0,0.5,5,0,0
RCA Stenosis,0,0,0.5,5,0,0
"Distal Diagonal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Diagonal 2 (choice=Proximal),0,0,0.5,5,0,0
Diagonal 2 (choice=Mid),0,0,0.5,5,0,0
Diagonal 2 (choice=Unspecified),0,0,0.5,5,0,0
Posterior Descending Artery (choice=Proximal),0,0,0.5,5,0,0
"Proximal Diagonal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).17,0,0,0.5,5,0,0
Proximal Diagonal 2 Degree of Stenosis %,0,0,0.5,5,0,0
"Mid Diagonal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
"Mid Obtuse Marginal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
"Distal Obtuse Marginal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Distal Obtuse Marginal 1 Degree of Stenosis %,0,0,0.5,5,0,0
Obtuse Marginal 2 (choice=Mid),0,0,0.5,5,0,0
Obtuse Marginal 2 (choice=Unspecified),0,0,0.5,5,0,0
Obtuse Marginal 2 Stenosis,0,0,0.5,5,0,0
Distal Obtuse Marginal 2 Degree of Stenosis %,0,0,0.5,5,0,0
"Mid Obtuse Marginal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Mid Obtuse Marginal 2 Degree of Stenosis %,0,0,0.5,5,0,0
Distal Diagonal 1 Degree of Stenosis %,0,0,0.5,5,0,0
PDA Stenosis,0,0,0.5,5,0,0
"Proximal RCA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Mid Diagonal 1 Degree of Stenosis %,0,0,0.5,5,0,0
Proximal PDA Degree of Stenosis %,0,0,0.5,5,0,0
"Proximal PDA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Proximal RCA Degree of Stenosis %,0,0,0.5,5,0,0
"Mid RCA degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
FFR.6,0,0,0.5,5,0,0
"Distal Obtuse Marginal 2 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
LCX Stenosis,0,0,0.5,5,0,0
"Proximal LCx Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=FFR).9,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).9,0,0,0.5,5,0,0
FFR.9,0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).11,0,0,0.5,5,0,0
Diagonal 1 (choice=Mid),0,0,0.5,5,0,0
Diagonal 1 (choice=Distal),0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).13,0,0,0.5,5,0,0
"Mid Diagonal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0,0,0.5,5,0,0
Was an FFR or IFR collected (choice=neither).14,0,0,0.5,5,0,0
"Exercise Capacity (Very Poor=0, Poor=1, Below Average=2, Average=3, Above Average=4, Good=5)",0,0,0.5,5,0,0
Cause of ESKD (choice=CAKUT/Cystic/Congenital/Other AKUT),0,0,0.5,5,0,0
CCB Medication (choice=other),0,0,0.5,5,0,0
Antiplatelet (choice=Ticagrelor),0,0,0.5,5,0,0
Clonidine,0,0,0.5,5,0,0
Diastolic Pulmonary Artery Pressure (PAP),0,0,0.5,5,0,0
Diuretic Medications (choice=Metolazone),0,0,0.5,5,0,0
Systolic Pulmonary Artery Pressure (PAP),0,0,0.5,5,0,0
Mean Right Atrial Pressure (RAP),0,0,0.5,5,0,0
Cause of ESKD (choice=Renovascular Hypertension),0,0,0.5,5,0,0
LAV min index  ,0,0,0.5,5,0,0
Diuretic Medications (choice=Torsemide),0,0,0.5,5,0,0
LAV min  ,0,0,0.5,5,0,0
Pre Cystatin,0,0,0.5,5,0,0
Beta Blocker Medications (choice=Atenolol),0,0,0.5,5,0,0
Cardiac Output,0,0,0.5,5,0,0
Diuretic Medications (choice=other),0,0,0.5,5,0,0
Antiplatelet (choice=None),0,0,0.5,5,0,0
LAV max index,0,0,0.5,5,0,0
LAV max,0,0,0.5,5,0,0
Statins (choice=Atorvastatin),0,0,0.5,5,0,0
Statins (choice=Rosuvastatin),0,0,0.5,5,0,0
Antiplatelet (choice=other),0,0,0.5,5,0,0
Anticoagulation Medication (choice=other),0,0,0.5,5,0,0
Statins (choice=Pravastatin),0,0,0.5,5,0,0
Anticoagulation Medication (choice=Enoxaparin),0,0,0.5,5,0,0
Mean Pulmonary Capillary Wedge Pressure (PCWP),0,0,0.5,5,0,0
Mean Pulmonary Artery Pressure (PAP),0,0,0.5,5,0,0
Cardiac Index,0,0,0.5,5,0,0
Cause of ESKD (choice=Glomerulonephritis),0,0,0.5,5,0,0
CCB Medication (choice=Verapil),0,0,0.5,5,0,0
Cause of ESKD (choice=Unknown),0,0,0.5,5,0,0
Cause of ESKD (choice=Other),0,0,0.5,5,0,0
Cause of ESKD (choice=ARPKD),0,0,0.5,5,0,0
Cause of ESKD (choice=Neoplasms),0,0,0.5,5,0,0
LCX Calcium Score,0,0,0.5,5,0,0
Cause of ESKD (choice=Interstitial nephritis/Pyelonephritis),0,0,0.5,5,0,0
Was Any Stress Test Positive,0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Entresto (Sacubitril-Valsartan)),0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Olmesartan),0,0,0.5,5,0,0
Pulmonary Vascular Resistance,0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Telmisartan),0,0,0.5,5,0,0
ACEi or ARB Medications (choice=Valsartan),0,0,0.5,5,0,0
Is the above value 0=0 or 1=1,0,0,0.5,5,0,0
PAPi,0,0,0.5,5,0,0
Diuretic Medications (choice=Eplerenone),0,0,0.5,5,0,0
Anticoagulation Medication (choice=Rivaroxaban),0,0,0.5,5,0,0
Diuretic Medications (choice=Hydrochlorothiazide),0,0,0.5,5,0,0
CCB Medication (choice=lodipine),-0.000149813,0.001230837,0.60051707,5,0.002384498,-0.002684124
Was an FFR or IFR collected (choice=neither).5,-0.000149813,0.001339966,0.592548994,5,0.002609195,-0.002908821
Which of the following vessel(s) are affected (select all that apply): (choice=RCA),-0.000149813,0.001440853,0.58621764,5,0.002816923,-0.003116548
Obtuse Marginal 2 (choice=Distal),-0.000149813,0.000820558,0.648,5,0.001539728,-0.001839353
Was an FFR or IFR collected (choice=neither).23,-0.000149813,0.000626712,0.689345852,5,0.001140595,-0.001440221
Obtuse Marginal 1 (choice=Mid),-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
"Distal LCx Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Beta Blocker Medications (choice=Labetalol),-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Beta Blocker Medications (choice=None),-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Diuretic Medications (choice=Chlorthalidone),-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Mid Obtuse Marginal 1 Degree of Stenosis %,-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
"Distal LAD Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Right Ventricular End-Diastolic Pressure,-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Which of the following vessel(s) are affected (select all that apply): (choice=Diagonal 2),-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Mixed Venous Oxygen Saturation,-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Posterior Descending Artery (choice=Mid),-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Was an FFR or IFR collected (choice=FFR).6,-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
Was an FFR or IFR collected (choice=neither).26,-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
LA min 4ch length,-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
CCB Medication (choice=Diltiazem),-0.000149813,0.000334991,0.813049517,5,0.000539939,-0.000839565
LA max 4ch length,-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
Pericardial Effusion,-0.000299625,0.00425716,0.558714154,5,0.008465926,-0.009065177
Was a Pre-Transplant Left Heart Cath Performed,-0.000299625,0.014684323,0.517102232,5,0.029935598,-0.030534849
RVSP,-0.000299625,0.001953319,0.625565775,5,0.003722286,-0.004321536
Which of the following vessel(s) are affected (select all that apply): (choice=Obtuse marginal 1),-0.000299625,0.001253423,0.689345852,5,0.00228119,-0.002880441
Obtuse Marginal 1 (choice=Distal),-0.000299625,0.000669983,0.813049517,5,0.001079879,-0.00167913
Diagonal 1 (choice=Proximal),-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
Was an FFR or IFR collected (choice=IFR).1,-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
Was an FFR or IFR collected (choice=neither).1,-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
LCx (choice=Unspecified),-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
Posterior Descending Artery (choice=Unspecified),-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
Financial Concerns,-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
S',-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
Number of Hypoperfused Segments at Rest,-0.000299625,0.000410279,0.911096096,5,0.000545145,-0.001144396
Peak Heart rate ,-0.000449438,0.002158032,0.667168287,5,0.003993978,-0.004892855
Number of segments with Wall Motion Abnormalities,-0.000449438,0.000854064,0.847720608,5,0.001309091,-0.002207968
METs,-0.000449438,0.000854064,0.847720608,5,0.001309091,-0.002207968
Cause of ESKD (choice=Diabetes II),-0.000449438,0.000669983,0.896,5,0.000930066,-0.001828942
Obtuse Marginal 1 (choice=Unspecified),-0.000449438,0.000410279,0.964758002,5,0.000395332,-0.001294208
Nitrates,-0.000449438,0.001136011,0.786841396,5,0.001889625,-0.002788501
Mid LAD Degree of Stenosis %,-0.000449438,0.000669983,0.896,5,0.000930066,-0.001828942
"Electrocardiogr (ECG) Changes (None=0, ST Depression=1, ST Elevation=2)",-0.000449438,0.000854064,0.847720608,5,0.001309091,-0.002207968
Wall motion abnormalities,-0.000449438,0.000854064,0.847720608,5,0.001309091,-0.002207968
ACEi or ARB Medications (choice=None),-0.000599251,0.001623931,0.77217023,5,0.002744446,-0.003942948
Anticoagulation Medication (choice=None),-0.000599251,0.000334991,0.991934955,5,9.05E-05,-0.001289003
Hydralazine  ,-0.000599251,0.000334991,0.991934955,5,9.05E-05,-0.001289003
Was an FFR or IFR collected (choice=neither).6,-0.000599251,0.000334991,0.991934955,5,9.05E-05,-0.001289003
Was an FFR or IFR collected (choice=neither).29,-0.000599251,0.000626712,0.950349658,5,0.000691157,-0.001889659
LCx (choice=Distal),-0.000749064,0.002183877,0.757066878,5,0.003747569,-0.005245697
Is there obstructive CAD,-0.000749064,0,0.5,5,-0.000749064,-0.000749064
"Proximal Obtuse Marginal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",-0.000749064,0,0.5,5,-0.000749064,-0.000749064
Proximal LAD Degree of Stenosis %,-0.000749064,0.001059336,0.905498171,5,0.001432124,-0.002930251
Was an FFR or IFR collected (choice=FFR).2,-0.000749064,0,0.5,5,-0.000749064,-0.000749064
FFR.2,-0.000749064,0,0.5,5,-0.000749064,-0.000749064
Mid LCx Degree of Stenosis %,-0.000749064,0,0.5,5,-0.000749064,-0.000749064
Was an FFR or IFR collected (choice=neither).10,-0.000749064,0,0.5,5,-0.000749064,-0.000749064
Resting Heart Rate,-0.000898876,0.002721483,0.749415316,5,0.004704696,-0.006502448
"Race (White=0, AA=1, Asian=2, Hispanic Latino=3, Other=4)",-0.000898876,0.000626712,0.983661038,5,0.000391532,-0.002189284
LCx (choice=Mid),-0.000898876,0.000334991,0.998058731,5,-0.000209124,-0.001588628
"Mid LCx Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",-0.000898876,0.000334991,0.998058731,5,-0.000209124,-0.001588628
Obtuse Marginal 1 (choice=Proximal),-0.001048689,0.001360742,0.920032601,5,0.001753097,-0.003850475
Distal LCx Degree of Stenosis %,-0.001048689,0.001253423,0.932649032,5,0.001532127,-0.003629505
LCx (choice=Proximal),-0.001048689,0.000410279,0.99768208,5,-0.000203919,-0.001893459
RCA (choice=Proximal),-0.001048689,0.001136011,0.946030589,5,0.001290374,-0.003387752
BMI,-0.001198502,0.001004974,0.972,5,0.000870754,-0.003267758
Which of the following vessel(s) are affected (select all that apply): (choice=Diagonal 1),-0.001198502,0.000669983,0.991934955,5,0.000181002,-0.002578006
History of Gout,-0.001498127,0.000917412,0.989128511,5,0.000390836,-0.003387091
Cause of ESKD (choice=ADPKD),-0.001498127,0.002540198,0.871158239,5,0.003732176,-0.006728431
Pre Hemoglobin,-0.001498127,0.001981836,0.916883624,5,0.002582501,-0.005578755
Proximal Obtuse Marginal 1 Degree of Stenosis %,-0.00164794,0.000334991,0.999805914,5,-0.000958188,-0.002337692
Proximal Diagonal 1 Degree of Stenosis %,-0.00164794,0.000334991,0.999805914,5,-0.000958188,-0.002337692
"Proximal Diagonal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",-0.001797753,0.003333123,0.852871816,5,0.005065193,-0.008660699
Pre Total Cholesterol,-0.001797753,0.005719433,0.739549308,5,0.00997864,-0.013574145
LVPWd,-0.001872659,0.000749064,0.997488001,5,-0.000330327,-0.003414992
LAD (choice=Distal),-0.002097378,0.000820558,0.99768208,5,-0.000407838,-0.003786919
Antiplatelet (choice=Clopidogrel),-0.002097378,0.002272023,0.946030589,5,0.002580748,-0.006775504
Pre HDL-C,-0.002247191,0.005874302,0.779728759,5,0.009848079,-0.014342461
Pre Triglycerides,-0.002696629,0.002284337,0.971199214,5,0.002006853,-0.007400111
Days from Pretransplant to Transplant,-0.002846442,0.018190067,0.62797245,5,0.034607157,-0.040300041
Distal LAD Degree of Stenosis %,-0.003146067,0.000626712,0.999820632,5,-0.00185566,-0.004436475
Systemic Vascular Resistance,-0.003445693,0.000669983,0.999836789,5,-0.002066189,-0.004825197
Days from Echo to Transplant,-0.004194757,0.010099867,0.797193976,5,0.01660101,-0.024990523
Which of the following vessel(s) are affected (select all that apply): (choice=LAD),-0.004344569,0.002009949,0.99577959,5,-0.000206057,-0.008483082
TAPSE (cm),-0.00659176,0.004475616,0.984939207,5,0.002623595,-0.015807116
